"Name" "Chr" "Pos" "cM"
"M8946" "M8946" 3 87297527 95.6648101963646
"M8947" "M8947" 3 87298101 95.6648522258123
"M8948" "M8948" 3 87424807 95.6741298968876
"M8949" "M8949" 3 87424864 95.6741340705436
"M8950" "M8950" 3 87445642 95.6756554779719
"M8951" "M8951" 3 87488288 95.6787781048457
"M8952" "M8952" 3 87495418 95.6793001779501
"M8953" "M8953" 3 87513648 95.680635015635
"M8954" "M8954" 3 87559201 95.6839704989626
"M8955" "M8955" 3 87632659 95.6893492431566
"M8956" "M8956" 3 87633592 95.6894175593146
"M8957" "M8957" 3 87713637 95.6952786170485
"M8958" "M8958" 3 87783055 95.7003615442241
"M8959" "M8959" 3 87784297 95.7004524859907
"M8960" "M8960" 3 87803865 95.7018852947574
"M8961" "M8961" 3 87804044 95.7018984015016
"M8962" "M8962" 3 88011248 95.7170702998924
"M8963" "M8963" 3 88315639 95.7393584281286
"M8964" "M8964" 3 88316024 95.7393866186118
"M8965" "M8965" 3 88375046 95.7437083295191
"M8966" "M8966" 3 88375143 95.7437154320564
"M8967" "M8967" 3 88388153 95.7446680507223
"M8968" "M8968" 3 88388226 95.7446733959308
"M8969" "M8969" 3 88388357 95.7446829880173
"M8970" "M8970" 3 88389983 95.7448020470451
"M8971" "M8971" 3 88473721 95.7509335137515
"M8972" "M8972" 3 88474001 95.7509540159211
"M8973" "M8973" 3 88474026 95.750955846472
"M8974" "M8974" 3 88474573 95.7509958989247
"M8975" "M8975" 3 88474836 95.7510151563198
"M8976" "M8976" 3 88516679 95.7540789859001
"M8977" "M8977" 3 88532362 95.7552273270637
"M8978" "M8978" 3 88709514 95.7681987568803
"M8979" "M8979" 3 88887392 95.7812233458938
"M8980" "M8980" 3 88923628 95.783876619528
"M8981" "M8981" 3 88926309 95.7840729278019
"M8982" "M8982" 3 89134781 95.7993376717321
"M8983" "M8983" 3 89418323 95.8200991937757
"M8984" "M8984" 3 89430009 95.8209548664683
"M8985" "M8985" 3 89431963 95.8210979423233
"M8986" "M8986" 3 89432124 95.8211097310708
"M8987" "M8987" 3 89433406 95.8212036017187
"M8988" "M8988" 3 89433510 95.8212112168103
"M8989" "M8989" 3 89434136 95.8212570538038
"M8990" "M8990" 3 89434199 95.8212616667919
"M8991" "M8991" 3 89434272 95.8212670120004
"M8992" "M8992" 3 89607624 95.8339601980868
"M8993" "M8993" 3 90026971 95.8646656384957
"M8994" "M8994" 3 90027093 95.8646745715838
"M8995" "M8995" 3 90027894 95.8647332224333
"M8996" "M8996" 3 90289980 95.8839236925094
"M8997" "M8997" 3 90411023 95.8927867072046
"M8998" "M8998" 3 90429498 95.8941394842879
"M8999" "M8999" 3 90444214 95.8952170197444
"M9000" "M9000" 3 90444348 95.895226831497
"M9001" "M9001" 3 90444389 95.8952298336004
"M9002" "M9002" 3 90704943 95.91430812752
"M9003" "M9003" 3 90715467 95.9150787162087
"M9004" "M9004" 3 90715942 95.915113496675
"M9005" "M9005" 3 90768772 95.918981816746
"M9006" "M9006" 3 90959543 95.9329504574474
"M9007" "M9007" 3 91005175 95.9362917253157
"M9008" "M9008" 3 91050343 95.93959901816
"M9009" "M9009" 3 91095447 95.9429016247941
"M9010" "M9010" 3 91405905 95.9656339911123
"M9011" "M9011" 3 91405936 95.9656362609954
"M9012" "M9012" 3 91428641 95.9672987672837
"M9013" "M9013" 3 91451603 95.9689800916348
"M9014" "M9014" 3 91451923 95.9690035226858
"M9015" "M9015" 3 91470519 95.9703651596353
"M9016" "M9016" 3 91522556 95.974175414633
"M9017" "M9017" 3 91522583 95.974177391628
"M9018" "M9018" 3 91676886 95.9854757711833
"M9019" "M9019" 3 91694379 95.986756644229
"M9020" "M9020" 3 91910150 96.0025558357874
"M9021" "M9021" 3 91924970 96.0036409863355
"M9022" "M9022" 3 91932393 96.0041845134959
"M9023" "M9023" 3 91935482 96.0044106963598
"M9024" "M9024" 3 92149095 96.0200518747683
"M9025" "M9025" 3 92149952 96.0201146260517
"M9026" "M9026" 3 92150253 96.020136665884
"M9027" "M9027" 3 92150285 96.0201390089891
"M9028" "M9028" 3 92538017 96.0485295347842
"M9029" "M9029" 3 92538900 96.0485941898405
"M9030" "M9030" 3 92542471 96.0488556657249
"M9031" "M9031" 3 92542501 96.0488578623859
"M9032" "M9032" 3 92695180 96.0600373293576
"M9033" "M9033" 3 92695574 96.0600661788391
"M9034" "M9034" 3 92698650 96.0602914098166
"M9035" "M9035" 3 92721326 96.0619517926659
"M9036" "M9036" 3 92761711 96.0649088645202
"M9037" "M9037" 3 92864540 96.0724382130831
"M9038" "M9038" 3 92865146 96.0724825856359
"M9039" "M9039" 3 92980157 96.0809039250204
"M9040" "M9040" 3 93084883 96.0885721757823
"M9041" "M9041" 3 93088324 96.0888241328023
"M9042" "M9042" 3 93158387 96.0939542881899
"M9043" "M9043" 3 93159037 96.0940018825122
"M9044" "M9044" 3 93170617 96.0948497936692
"M9045" "M9045" 3 93179269 96.0954833107098
"M9046" "M9046" 3 93183195 96.0957707804163
"M9047" "M9047" 3 93312427 96.1052334103503
"M9048" "M9048" 3 93414822 96.1127309805503
"M9049" "M9049" 3 93826412 96.1428684376393
"M9050" "M9050" 3 93827413 96.1429417328956
"M9051" "M9051" 3 93827489 96.1429472977702
"M9052" "M9052" 3 93827663 96.1429600384042
"M9053" "M9053" 3 93827991 96.1429840552314
"M9054" "M9054" 3 93829292 96.143079317098
"M9055" "M9055" 3 93829327 96.1430818798692
"M9056" "M9056" 3 93837486 96.1436792984469
"M9057" "M9057" 3 93984329 96.1544314416266
"M9058" "M9058" 3 93988649 96.1547477608146
"M9059" "M9059" 3 94103671 96.1631699056415
"M9060" "M9060" 3 94136896 96.1656027077304
"M9061" "M9061" 3 94136969 96.1656080529389
"M9062" "M9062" 3 94138250 96.1657018503648
"M9063" "M9063" 3 94139557 96.1657975515636
"M9064" "M9064" 3 94140848 96.1658920812099
"M9065" "M9065" 3 94333865 96.1800251786003
"M9066" "M9066" 3 94334082 96.1800410677818
"M9067" "M9067" 3 94577381 96.1978559154999
"M9068" "M9068" 3 94700765 96.2068903429774
"M9069" "M9069" 3 94797222 96.2139531207378
"M9070" "M9070" 3 94814413 96.2152118807291
"M9071" "M9071" 3 94825275 96.2160072184655
"M9072" "M9072" 3 94943414 96.2246575963732
"M9073" "M9073" 3 95064296 96.2335088223209
"M9074" "M9074" 3 95267821 96.2484113368476
"M9075" "M9075" 3 95267975 96.2484226130409
"M9076" "M9076" 3 95288372 96.2499161228741
"M9077" "M9077" 3 95408631 96.2587217314944
"M9078" "M9078" 3 95532503 96.2677918913246
"M9079" "M9079" 3 95566344 96.2702697981867
"M9080" "M9080" 3 95658657 96.2770291438371
"M9081" "M9081" 3 95754493 96.2840464507143
"M9082" "M9082" 3 96011509 96.3028656850766
"M9083" "M9083" 3 96014054 96.3030520351538
"M9084" "M9084" 3 96225468 96.3185321983089
"M9085" "M9085" 3 96225672 96.3185471356039
"M9086" "M9086" 3 96226819 96.3186311212772
"M9087" "M9087" 3 96240433 96.3196279660519
"M9088" "M9088" 3 96240598 96.3196400476876
"M9089" "M9089" 3 96249589 96.3202983869978
"M9090" "M9090" 3 96249638 96.3203019748774
"M9091" "M9091" 3 96250102 96.3203359499013
"M9092" "M9092" 3 96271097 96.321873246511
"M9093" "M9093" 3 96317357 96.3252604978168
"M9094" "M9094" 3 96366130 96.3288317560947
"M9095" "M9095" 3 96402656 96.3315062641188
"M9096" "M9096" 3 96695404 96.3529418682099
"M9097" "M9097" 3 96706492 96.353753754126
"M9098" "M9098" 3 96706581 96.3537602708871
"M9099" "M9099" 3 96839915 96.3635232576056
"M9100" "M9100" 3 96871644 96.3658465195313
"M9101" "M9101" 3 96970804 96.3731072164504
"M9102" "M9102" 3 96975554 96.3734550211132
"M9103" "M9103" 3 97005571 96.3756529269162
"M9104" "M9104" 3 97008464 96.3758647582614
"M9105" "M9105" 3 97018218 96.3765789659837
"M9106" "M9106" 3 97207501 96.3904386522982
"M9107" "M9107" 3 97209238 96.3905658389717
"M9108" "M9108" 3 97259880 96.3942739492317
"M9109" "M9109" 3 97371814 96.4024699844167
"M9110" "M9110" 3 97373259 96.4025757902562
"M9111" "M9111" 3 97373687 96.4026071292869
"M9112" "M9112" 3 97525400 96.4137158637735
"M9113" "M9113" 3 97582711 96.4179122917801
"M9114" "M9114" 3 97582739 96.417914341997
"M9115" "M9115" 3 97598603 96.4190759363488
"M9116" "M9116" 3 97752254 96.4303265751379
"M9117" "M9117" 3 97801236 96.4339131368209
"M9118" "M9118" 3 97865491 96.4386180186335
"M9119" "M9119" 3 97904716 96.4414901529281
"M9120" "M9120" 3 97904797 96.4414960839129
"M9121" "M9121" 3 97904818 96.4414976215756
"M9122" "M9122" 3 97905029 96.4415130714249
"M9123" "M9123" 3 97905076 96.4415165128605
"M9124" "M9124" 3 98008604 96.4490970436253
"M9125" "M9125" 3 98009257 96.4491448576137
"M9126" "M9126" 3 98011575 96.4493145862892
"M9127" "M9127" 3 98140596 96.4587617663739
"M9128" "M9128" 3 98202837 96.4633191790095
"M9129" "M9129" 3 98203503 96.4633679448843
"M9130" "M9130" 3 98354971 96.4744587399725
"M9131" "M9131" 3 98391040 96.4770997855269
"M9132" "M9132" 3 98496970 96.4848561956181
"M9133" "M9133" 3 98513097 96.4860370473649
"M9134" "M9134" 3 98538834 96.4879215628611
"M9135" "M9135" 3 98704173 96.5000280207868
"M9136" "M9136" 3 98742139 96.5028079685403
"M9137" "M9137" 3 98797429 96.5068564148156
"M9138" "M9138" 3 98799102 96.5069789152789
"M9139" "M9139" 3 98799672 96.5070206518385
"M9140" "M9140" 3 98802096 96.5071981420495
"M9141" "M9141" 3 98815683 96.5081930098293
"M9142" "M9142" 3 99225569 96.5382056965719
"M9143" "M9143" 3 99227001 96.5383105505249
"M9144" "M9144" 3 99237103 96.5390502395152
"M9145" "M9145" 3 99238145 96.5391265368749
"M9146" "M9146" 3 99238687 96.5391662232175
"M9147" "M9147" 3 99238889 96.5391810140684
"M9148" "M9148" 3 99260412 96.5407569719122
"M9149" "M9149" 3 99280132 96.5422009104282
"M9150" "M9150" 3 99280692 96.5422419147674
"M9151" "M9151" 3 99384347 96.5498317447306
"M9152" "M9152" 3 99478824 96.5567495428632
"M9153" "M9153" 3 99501475 96.5584080951617
"M9154" "M9154" 3 99502640 96.5584933988316
"M9155" "M9155" 3 99502912 96.5585133152249
"M9156" "M9156" 3 99519231 96.5597082256023
"M9157" "M9157" 3 99520044 96.5597677551162
"M9158" "M9158" 3 99644166 96.568856220455
"M9159" "M9159" 3 100079905 96.6007619164498
"M9160" "M9160" 3 100190708 96.608875137514
"M9161" "M9161" 3 100254396 96.6135385024332
"M9162" "M9162" 3 100257694 96.6137799887022
"M9163" "M9163" 3 100258130 96.6138119135092
"M9164" "M9164" 3 100270766 96.6147371471343
"M9165" "M9165" 3 100270807 96.6147401492377
"M9166" "M9166" 3 100285913 96.6158462412876
"M9167" "M9167" 3 100434597 96.6267331862323
"M9168" "M9168" 3 100585796 96.6378042845933
"M9169" "M9169" 3 100846349 96.6568825052908
"M9170" "M9170" 3 100987314 96.667204249353
"M9171" "M9171" 3 101068543 96.6731520019755
"M9172" "M9172" 3 101381886 96.6960956138626
"M9173" "M9173" 3 101382589 96.6961470889527
"M9174" "M9174" 3 101801052 96.7267878010832
"M9175" "M9175" 3 101904492 96.7343618883091
"M9176" "M9176" 3 101964370 96.7387462772776
"M9177" "M9177" 3 101964986 96.7387913820508
"M9178" "M9178" 3 102217354 96.7572702803977
"M9179" "M9179" 3 102486139 96.7769512648814
"M9180" "M9180" 3 102518126 96.7792934180919
"M9181" "M9181" 3 102695562 96.7922856429663
"M9182" "M9182" 3 102894105 96.8068233653182
"M9183" "M9183" 3 102962665 96.8118434679884
"M9184" "M9184" 3 103166745 96.826786620744
"M9185" "M9185" 3 103173663 96.8272931707772
"M9186" "M9186" 3 103324433 96.8383328568855
"M9187" "M9187" 3 103326531 96.8384864767134
"M9188" "M9188" 3 103464499 96.8485887743388
"M9189" "M9189" 3 103544276 96.8544302085675
"M9190" "M9190" 3 103544700 96.85446125471
"M9191" "M9191" 3 103767135 96.8707483979049
"M9192" "M9192" 3 103769943 96.8709540053772
"M9193" "M9193" 3 103797168 96.8729474752604
"M9194" "M9194" 3 104753320 96.9429588697805
"M9195" "M9195" 3 104894981 96.9533315763785
"M9196" "M9196" 3 105345736 96.98633677444
"M9197" "M9197" 3 105347231 96.9864462413813
"M9198" "M9198" 3 105348828 96.98656317697
"M9199" "M9199" 3 105407112 96.9908308500159
"M9200" "M9200" 3 105645506 97.0082865436559
"M9201" "M9201" 3 105795679 97.0192825162097
"M9202" "M9202" 3 105826704 97.0215542298232
"M9203" "M9203" 3 105854707 97.0236046664491
"M9204" "M9204" 3 105854986 97.0236250953967
"M9205" "M9205" 3 106244719 97.0521621384824
"M9206" "M9206" 3 106382528 97.0622527938044
"M9207" "M9207" 3 106810243 97.0935709561961
"M9208" "M9208" 3 106880377 97.0987063103482
"M9209" "M9209" 3 107395726 97.136441212492
"M9210" "M9210" 3 107422260 97.1383840859495
"M9211" "M9211" 3 107422882 97.1384296300548
"M9212" "M9212" 3 107497023 97.1438583848983
"M9213" "M9213" 3 107571143 97.1492856020791
"M9214" "M9214" 3 107576937 97.1497098505457
"M9215" "M9215" 3 107577903 97.1497805830308
"M9216" "M9216" 3 107677699 97.1570878491638
"M9217" "M9217" 3 107785354 97.1649705672641
"M9218" "M9218" 3 107892511 97.1728168207913
"M9219" "M9219" 3 108052406 97.1845246579624
"M9220" "M9220" 3 108052955 97.1845648568592
"M9221" "M9221" 3 108194607 97.1949369044589
"M9222" "M9222" 3 108196090 97.1950454927358
"M9223" "M9223" 3 108235945 97.197963756912
"M9224" "M9224" 3 108387162 97.2090361732696
"M9225" "M9225" 3 108419768 97.2114236509193
"M9226" "M9226" 3 108437201 97.2127001306428
"M9227" "M9227" 3 108451904 97.2137767142129
"M9228" "M9228" 3 108553984 97.2212512194721
"M9229" "M9229" 3 108554007 97.2212529035789
"M9230" "M9230" 3 108554413 97.2212826317248
"M9231" "M9231" 3 108555091 97.221332276264
"M9232" "M9232" 3 108555340 97.2213505085506
"M9233" "M9233" 3 108591796 97.2240198910322
"M9234" "M9234" 3 108732252 97.2343043650789
"M9235" "M9235" 3 108794894 97.2388911397503
"M9236" "M9236" 3 108839294 97.2421421980723
"M9237" "M9237" 3 108968171 97.2515788341841
"M9238" "M9238" 3 108968539 97.2516057798927
"M9239" "M9239" 3 109187398 97.267631081093
"M9240" "M9240" 3 109275733 97.274099149491
"M9241" "M9241" 3 109368694 97.2809059430196
"M9242" "M9242" 3 109381590 97.2818502143737
"M9243" "M9243" 3 110188029 97.3408993184758
"M9244" "M9244" 3 110188065 97.340901954469
"M9245" "M9245" 3 110188108 97.3409051030165
"M9246" "M9246" 3 110188433 97.3409289001776
"M9247" "M9247" 3 110214487 97.3428366270587
"M9248" "M9248" 3 110224340 97.3435580837625
"M9249" "M9249" 3 110458501 97.3607038285313
"M9250" "M9250" 3 110461222 97.3609030656866
"M9251" "M9251" 3 110461378 97.3609144883239
"M9252" "M9252" 3 110464495 97.3611427214048
"M9253" "M9253" 3 110514646 97.3648148796459
"M9254" "M9254" 3 110515893 97.3649061875227
"M9255" "M9255" 3 110561435 97.3682408654078
"M9256" "M9256" 3 110561456 97.3682424030705
"M9257" "M9257" 3 110635970 97.3736984697328
"M9258" "M9258" 3 110670793 97.3762482806325
"M9259" "M9259" 3 110675021 97.3765578633934
"M9260" "M9260" 3 110808517 97.3863327120816
"M9261" "M9261" 3 111058595 97.40464393197
"M9262" "M9262" 3 111185343 97.4139246783708
"M9263" "M9263" 3 111185668 97.413948475532
"M9264" "M9264" 3 111205570 97.4154057404582
"M9265" "M9265" 3 111205727 97.4154172363176
"M9266" "M9266" 3 111229238 97.4171387595655
"M9267" "M9267" 3 111328408 97.424400188705
"M9268" "M9268" 3 111342046 97.4253987908085
"M9269" "M9269" 3 111437471 97.4323860034296
"M9270" "M9270" 3 111556753 97.4411200741225
"M9271" "M9271" 3 111559527 97.4413231920456
"M9272" "M9272" 3 111560076 97.4413633909424
"M9273" "M9273" 3 111561600 97.4414749813226
"M9274" "M9274" 3 111570121 97.4420989062767
"M9275" "M9275" 3 111570587 97.4421330277447
"M9276" "M9276" 3 111571537 97.4422025886772
"M9277" "M9277" 3 111784559 97.4578004928635
"M9278" "M9278" 3 111784900 97.4578254615772
"M9279" "M9279" 3 111867963 97.4639075034105
"M9280" "M9280" 3 111975095 97.4717519263869
"M9281" "M9281" 3 112043431 97.4767556273214
"M9282" "M9282" 3 112044687 97.4768475941964
"M9283" "M9283" 3 112045081 97.4768764436779
"M9284" "M9284" 3 112157774 97.485128054387
"M9285" "M9285" 3 112199271 97.4881665491434
"M9286" "M9286" 3 112208786 97.4888632567996
"M9287" "M9287" 3 112757308 97.5290271534865
"M9288" "M9288" 3 112759625 97.5291968089399
"M9289" "M9289" 3 112766450 97.5296965493239
"M9290" "M9290" 3 112917749 97.5407749698883
"M9291" "M9291" 3 113071781 97.5520535062724
"M9292" "M9292" 3 113074621 97.5522614568497
"M9293" "M9293" 3 113075109 97.5522971892024
"M9294" "M9294" 3 113076409 97.552392377847
"M9295" "M9295" 3 113076546 97.5524024092657
"M9296" "M9296" 3 113076851 97.5524247419861
"M9297" "M9297" 3 113219505 97.5628701580642
"M9298" "M9298" 3 113220141 97.562916727278
"M9299" "M9299" 3 113220650 97.5629539972935
"M9300" "M9300" 3 113472309 97.5813809812181
"M9301" "M9301" 3 113552341 97.5872410870656
"M9302" "M9302" 3 113554970 97.5874335877937
"M9303" "M9303" 3 113555178 97.5874488179768
"M9304" "M9304" 3 113562603 97.5879924915813
"M9305" "M9305" 3 113562923 97.5880159226323
"M9306" "M9306" 3 113594215 97.5903071865289
"M9307" "M9307" 3 113602068 97.5908821991641
"M9308" "M9308" 3 113780525 97.6039491837355
"M9309" "M9309" 3 113780571 97.6039525519491
"M9310" "M9310" 3 113902193 97.6128579622022
"M9311" "M9311" 3 114024952 97.6218466259082
"M9312" "M9312" 3 114085775 97.6263002096992
"M9313" "M9313" 3 114353349 97.6458925222994
"M9314" "M9314" 3 114407089 97.6498274744216
"M9315" "M9315" 3 114432139 97.6516616863803
"M9316" "M9316" 3 114784848 97.6774877568688
"M9317" "M9317" 3 114786206 97.6775871923914
"M9318" "M9318" 3 114786960 97.6776424018052
"M9319" "M9319" 3 114787315 97.6776683956274
"M9320" "M9320" 3 114789269 97.6778114714824
"M9321" "M9321" 3 114790935 97.6779334593915
"M9322" "M9322" 3 114875596 97.6841325100356
"M9323" "M9323" 3 114891075 97.6852659139042
"M9324" "M9324" 3 114892855 97.6853962491252
"M9325" "M9325" 3 115005691 97.6936583305852
"M9326" "M9326" 3 115008635 97.6938738962541
"M9327" "M9327" 3 115198492 97.7077756120162
"M9328" "M9328" 3 115308283 97.7158147323818
"M9329" "M9329" 3 115712989 97.7454481289867
"M9330" "M9330" 3 115791429 97.7511916653556
"M9331" "M9331" 3 115793337 97.751331372997
"M9332" "M9332" 3 115793569 97.751348360509
"M9333" "M9333" 3 115832271 97.7541821996796
"M9334" "M9334" 3 116208615 97.7817388729484
"M9335" "M9335" 3 116210218 97.7818562478693
"M9336" "M9336" 3 116297985 97.7882827261519
"M9337" "M9337" 3 116361025 97.7928986431929
"M9338" "M9338" 3 116364410 97.7931464997789
"M9339" "M9339" 3 116402221 97.795915098117
"M9340" "M9340" 3 116438026 97.7985368130544
"M9341" "M9341" 3 116479564 97.8015783099143
"M9342" "M9342" 3 116553323 97.8069790939407
"M9343" "M9343" 3 116827575 97.8270603832858
"M9344" "M9344" 3 116976397 97.8379574328713
"M9345" "M9345" 3 116980702 97.8382726537289
"M9346" "M9346" 3 117078835 97.8454581516188
"M9347" "M9347" 3 117087235 97.8460732167067
"M9348" "M9348" 3 117089716 97.8462548805738
"M9349" "M9349" 3 117254430 97.858315574728
"M9350" "M9350" 3 117255146 97.8583680017046
"M9351" "M9351" 3 117256740 97.8584847176272
"M9352" "M9352" 3 117259226 97.8586667476044
"M9353" "M9353" 3 117363795 97.866323502507
"M9354" "M9354" 3 117442754 97.8721050411116
"M9355" "M9355" 3 117442848 97.8721119239829
"M9356" "M9356" 3 117518151 97.8776257628302
"M9357" "M9357" 3 117518178 97.8776277398251
"M9358" "M9358" 3 117587681 97.8827168908736
"M9359" "M9359" 3 117667542 97.8885644757532
"M9360" "M9360" 3 117667710 97.8885767770549
"M9361" "M9361" 3 117682702 97.8896745217928
"M9362" "M9362" 3 117765682 97.8957504861973
"M9363" "M9363" 3 117765738 97.8957545866313
"M9364" "M9364" 3 117766635 97.895820266796
"M9365" "M9365" 3 117767535 97.8958861666269
"M9366" "M9366" 3 118021306 97.9144677954879
"M9367" "M9367" 3 118064696 97.9176448995553
"M9368" "M9368" 3 118163986 97.9249151153389
"M9369" "M9369" 3 118164662 97.924964613434
"M9370" "M9370" 3 118168345 97.9252342901863
"M9371" "M9371" 3 118170170 97.9253679203988
"M9372" "M9372" 3 118288461 97.9340294280558
"M9373" "M9373" 3 118477232 97.9478516246887
"M9374" "M9374" 3 118807567 97.9720394253823
"M9375" "M9375" 3 118833919 97.9739689724296
"M9376" "M9376" 3 118908827 97.9794538885734
"M9377" "M9377" 3 118961889 97.9833391961563
"M9378" "M9378" 3 118968692 97.9838373256555
"M9379" "M9379" 3 119031546 97.9884396233981
"M9380" "M9380" 3 119060772 97.9905796105719
"M9381" "M9381" 3 119136044 97.9960911795362
"M9382" "M9382" 3 119173271 97.9988170162063
"M9383" "M9383" 3 119322657 98.0097553630191
"M9384" "M9384" 3 119322681 98.0097571203479
"M9385" "M9385" 3 119324708 98.0099055414114
"M9386" "M9386" 3 119327949 98.0101428540245
"M9387" "M9387" 3 119614331 98.0311123266455
"M9388" "M9388" 3 119635087 98.032632123189
"M9389" "M9389" 3 119636732 98.0327525734353
"M9390" "M9390" 3 119639520 98.0329567164669
"M9391" "M9391" 3 119643886 98.0332764038686
"M9392" "M9392" 3 119644097 98.0332918537178
"M9393" "M9393" 3 119644226 98.0333012993602
"M9394" "M9394" 3 119644667 98.0333335902774
"M9395" "M9395" 3 119644850 98.0333469899096
"M9396" "M9396" 3 119645305 98.0333803059352
"M9397" "M9397" 3 119684966 98.0362843650368
"M9398" "M9398" 3 119696778 98.0371492637057
"M9399" "M9399" 3 119977155 98.0576790380108
"M9400" "M9400" 3 119991018 98.058694115072
"M9401" "M9401" 3 119994606 98.058956835731
"M9402" "M9402" 3 120133102 98.0690977945905
"M9403" "M9403" 3 120190805 98.0733229256345
"M9404" "M9404" 3 120303006 98.0815385111027
